time,open,high,low,close,tick_volume,ema_220,slope_20,atr_14,slope_normalized,bb_upper,bb_middle,bb_lower,rsi_14,donchian_upper,donchian_lower,HourOfDay,DayOfWeek,ATR_normalized,strategy,direction,y
2021-03-29 08:00:00+00:00,1.17862,1.17868,1.17627,1.17661,2325,1.185732703082742,-7.069198717083447e-05,0.0010965829214564149,-0.06446570139624797,1.1803908904758613,1.1785695833333334,1.1767482761908055,38.08961120454724,1.18045,1.17713,8,0,0.9557968399781333,trend,short,1
2021-03-30 06:00:00+00:00,1.17607,1.17651,1.17405,1.17469,2020,1.18412230867014,-7.289059887501947e-05,0.0010494223802871437,-0.06945782770048708,1.1788224324588772,1.17694125,1.175060067541123,33.17836929874413,1.17935,1.17601,6,1,0.9216345601036554,trend,short,1
2021-03-30 07:00:00+00:00,1.17469,1.17545,1.17327,1.17351,2399,1.1840262696776502,-7.427620431506021e-05,0.0011301779245523529,-0.06572080616817917,1.1790246183889048,1.1767283333333334,1.174432048277762,28.294187930174104,1.17935,1.17405,7,1,0.9917572977545667,trend,short,1
2021-03-30 10:00:00+00:00,1.17388,1.17432,1.17302,1.1732,1297,1.183753535303275,-7.715772749887773e-05,0.0011793334184553813,-0.06542486314000513,1.1794707511137927,1.1763341666666667,1.1731975822195406,31.652190631855632,1.17922,1.17327,10,1,1.0305536434087217,trend,short,1
2021-03-30 13:00:00+00:00,1.17309,1.17373,1.1711,1.1719,2692,1.183459069621427,-8.118784022856929e-05,0.001305825626948426,-0.06217356939019227,1.1794030400658728,1.1756741666666666,1.1719452932674603,27.804708904338412,1.17922,1.17271,13,1,1.1409238688334524,trend,short,0
2021-03-31 02:00:00+00:00,1.17135,1.17135,1.1706699999999999,1.1706699999999999,680,1.1821571037673284,-9.826024514058007e-05,0.0009611309621049367,-0.10223398164739592,1.1766990395882515,1.1729433333333334,1.1691876270784154,29.994621356032198,1.17721,1.17103,2,2,0.8577044367255076,trend,short,0
2021-04-07 08:00:00+00:00,1.18786,1.18869,1.18655,1.18858,1965,1.1803524322366268,6.321634508072993e-05,0.0010919990314247373,0.05789047724543418,1.1910482872227914,1.18576,1.1804717127772084,74.18277233699565,1.18815,1.17949,8,2,1.0174579136093538,trend,long,1
2021-04-07 10:00:00+00:00,1.18839,1.18979,1.18823,1.18919,1746,1.1805045798100133,6.65430709120729e-05,0.001135907328116241,0.058581425847851684,1.190867247222666,1.1864091666666667,1.1819510861106675,75.33829208106779,1.18894,1.1802,10,2,1.0576574217716077,trend,long,1
2021-04-07 14:00:00+00:00,1.18912,1.19144,1.18876,1.19003,2793,1.180812140826193,7.009085358332668e-05,0.0012753896605145667,0.054956422929638565,1.190170708271467,1.1874683333333333,1.1847659583951997,74.01579155222242,1.18979,1.18354,14,2,1.191080768886699,trend,long,1
2021-04-14 05:00:00+00:00,1.19623,1.19655,1.19595,1.19639,781,1.1871633184809904,7.124629149888318e-05,0.000931961496924857,0.07644767700593932,1.1992413299022187,1.1934354166666667,1.1876295034311148,71.7078420093773,1.19637,1.18771,5,2,0.8431760060977272,trend,long,1
2021-04-14 06:00:00+00:00,1.19639,1.1969400000000001,1.19627,1.19688,1677,1.1872512522503933,7.413546533147075e-05,0.0009132499614302365,0.0811776276621655,1.1992692839751335,1.1937895833333334,1.1883098826915333,73.82052531558213,1.19655,1.18771,6,2,0.8272413547476194,trend,long,1
2021-04-14 15:00:00+00:00,1.1965,1.19758,1.19649,1.19741,1745,1.1879485959800105,7.918010013737708e-05,0.001151877144183681,0.06874005664335922,1.1975636004995531,1.19564125,1.1937188995004469,65.05329843048534,1.1973799999999999,1.19232,15,2,1.0380305938448422,trend,long,1
2021-04-14 16:00:00+00:00,1.1974,1.19869,1.19724,1.19846,1434,1.1880437218082458,8.00924974212136e-05,0.0011731716338848432,0.06827005964676722,1.1979498462653766,1.1958370833333334,1.1937243204012902,69.18595426718491,1.19758,1.19357,16,2,1.0575591317484831,trend,long,0
2021-04-20 02:00:00+00:00,1.20444,1.20546,1.20431,1.20544,1098,1.193884115613083,9.678254281720866e-05,0.0010457580265973078,0.09254774083075425,1.2087868059338025,1.2023708333333334,1.1959548607328643,71.28364947872586,1.20475,1.19428,2,1,0.9324085596443783,trend,long,1
2021-04-20 03:00:00+00:00,1.20544,1.2071399999999999,1.20517,1.20663,1327,1.1939994629831003,9.802432976003805e-05,0.001111775310411772,0.08816919106049625,1.2086516601037882,1.20283125,1.1970108398962118,75.18157910780116,1.20546,1.19518,3,1,0.9911229404231813,trend,long,0
2021-04-20 06:00:00+00:00,1.20608,1.2073800000000001,1.20479,1.20725,2602,1.1943364890510462,9.951851248012345e-05,0.0011615635411715282,0.08567633965142467,1.2071769758898045,1.2040616666666666,1.2009463574435286,74.10625940448215,1.2071399999999999,1.1963,6,1,1.0337979103946922,trend,long,0
2021-04-22 02:00:00+00:00,1.20415,1.20466,1.20408,1.20464,1079,1.197266600114551,5.321275065677256e-05,0.0008935388748044696,0.05955280979623516,1.2053142797998844,1.2026029166666667,1.1998915535334491,65.02207989568957,1.20441,1.1998199999999999,2,3,0.7617083992105337,trend,long,1
2021-04-22 10:00:00+00:00,1.20415,1.20552,1.20414,1.20501,1584,1.197726777834347,5.8853902443856135e-05,0.0011058400787027668,0.053220988800565236,1.2056372278828305,1.20325375,1.2008702721171696,59.8034528062642,1.20491,1.1998199999999999,10,3,0.9504748336269768,trend,long,0
2021-04-23 19:00:00+00:00,1.20922,1.20995,1.20915,1.20994,950,1.1994086229077783,6.008746454734259e-05,0.00118431255913961,0.05073615413738032,1.2106816648518703,1.2046816666666667,1.198681668481463,73.50238638517074,1.20928,1.2003,19,4,1.0004542344051683,trend,long,0
2021-04-26 00:00:00+00:00,1.20892,1.2105,1.20884,1.21028,1281,1.1998569304889095,7.343626346326682e-05,0.0010864075106738007,0.06759550421160189,1.2124126721069262,1.2063245833333334,1.2002364945597406,70.6920535374878,1.20996,1.20126,0,0,0.926529279894704,trend,long,0
2021-04-26 01:00:00+00:00,1.21028,1.21116,1.21028,1.21099,1321,1.1999576822491909,7.643684026450436e-05,0.001071664117054243,0.07132537055977163,1.212842973976458,1.2066774999999998,1.2005120260235418,72.89758519585492,1.2105,1.20176,1,0,0.9146161254502726,trend,long,0
2021-04-26 02:00:00+00:00,1.21099,1.21134,1.21065,1.21129,963,1.200060237160963,7.92880905788551e-05,0.0010444023944075171,0.07591718575466762,1.2131739295170916,1.20705875,1.2009435704829086,73.79493293189685,1.21116,1.2018,2,0,0.891725083306249,trend,long,0
2021-04-30 16:00:00+00:00,1.20297,1.20355,1.20245,1.20263,1458,1.2061144753624604,3.200134492798989e-05,0.001337764003509043,0.023921517430614263,1.216890482269743,1.2099470833333335,1.2030036843969238,14.80005198456557,1.21291,1.20236,16,4,1.1844196087268128,range,long,0
2021-05-19 05:00:00+00:00,1.2231,1.22422,1.22304,1.2239,901,1.2130411414472013,9.121796761281109e-05,0.0009578004538627931,0.09523692251860036,1.2244771450209697,1.2218837500000002,1.2192903549790306,69.86606484254885,1.22348,1.21633,5,2,0.7717966890992478,trend,long,0
2021-05-21 00:00:00+00:00,1.2224599999999999,1.22375,1.22237,1.22335,1287,1.2154082278838214,5.665213823187187e-05,0.0010605142632987882,0.05341949674080975,1.2248507588119695,1.2205108333333332,1.216170907854697,65.7822427421084,1.22296,1.2168700000000001,0,4,0.8951444036560648,trend,long,0
2021-06-03 15:00:00+00:00,1.21381,1.21381,1.21203,1.2121,2121,1.2199072391384016,-1.2924921808399325e-05,0.001363185777090431,-0.009481408936048423,1.2248696034978968,1.2191104166666666,1.2133512298354365,17.01118257196643,1.2218,1.21265,15,3,1.265418392990787,range,long,0
2021-06-03 16:00:00+00:00,1.2121,1.2127,1.2118,1.212,1381,1.2198356804131671,-1.6871302606524807e-05,0.0013301010787268217,-0.012684225940688725,1.2252555691742264,1.2187283333333332,1.21220109749244,16.835330640146736,1.22151,1.21203,16,3,1.2349899256245613,range,long,0
2021-06-04 04:00:00+00:00,1.21146,1.2116,1.21119,1.21134,704,1.219065792996438,-5.466827851492439e-05,0.0009356360538388515,-0.05842899949251009,1.2211822406158055,1.2145258333333333,1.2078694260508611,22.19285846224021,1.22079,1.2114,4,4,0.9000709236135919,trend,short,0
2021-06-04 05:00:00+00:00,1.21133,1.2114099999999999,1.21047,1.21069,786,1.218989993964796,-5.7997072374527114e-05,0.0009359477642789293,-0.0619661423297582,1.2205645670164287,1.21415375,1.2077429329835712,19.992722476317013,1.22079,1.21119,5,4,0.9023806189117421,trend,short,0
2021-06-11 14:00:00+00:00,1.21213,1.21266,1.21002,1.2109,2862,1.217740416063909,-1.3075899851722195e-05,0.001354231161458807,-0.009655589255261674,1.2217384052093179,1.2166579166666667,1.2115774281240155,17.19771328537962,1.21926,1.2111,14,4,1.3857215723170888,range,long,0
2021-06-11 15:00:00+00:00,1.21088,1.21142,1.20924,1.20995,2071,1.217669914561068,-1.6152136052161037e-05,0.0014132146499260243,-0.01142935792026111,1.22228355418323,1.21635375,1.2104239458167698,15.352744626439232,1.21926,1.21002,15,4,1.4425208994160381,range,long,0
2021-06-16 18:00:00+00:00,1.21079,1.21079,1.20081,1.20179,7309,1.2147401626091978,-3.090539081386234e-05,0.0015663488339264444,-0.01973084803618761,1.2168284792179282,1.2118670833333334,1.2069056874487385,10.376682233405134,1.21344,1.21097,18,2,1.5537109004426013,range,long,0
2021-06-16 19:00:00+00:00,1.20173,1.20364,1.20034,1.20044,3755,1.2146107493729155,-3.6051043385687544e-05,0.0016901810600745614,-0.021329693153760206,1.2185520230675355,1.2113533333333335,1.2041546435991315,9.338675297929157,1.21344,1.20081,19,2,1.6735480946890007,range,long,0
2021-06-16 20:00:00+00:00,1.20044,1.20114,1.1995,1.19967,1495,1.2144755389713506,-4.141257240483087e-05,0.0016865966986406703,-0.024553927111447424,1.2197605361984758,1.2108145833333332,1.2018686304681907,8.798081148561508,1.21344,1.20034,20,2,1.6668323923065433,range,long,0
2021-06-17 07:00:00+00:00,1.19864,1.19888,1.19422,1.19542,3376,1.2130169412979603,-0.00010078346963685592,0.0016589328172473574,-0.06075198982686016,1.2189637535687488,1.2046595833333333,1.190355413097918,16.540617418859554,1.21334,1.19733,7,3,1.5919790465169872,trend,short,1
2021-06-17 10:00:00+00:00,1.19505,1.19528,1.19258,1.19313,2289,1.212513421663345,-0.00012169603835073816,0.0017928408890278515,-0.0678788837846768,1.2169145168022644,1.20241,1.1879054831977356,15.258838056743073,1.21272,1.19357,10,3,1.681631197096985,trend,short,1
2021-06-17 15:00:00+00:00,1.19394,1.19424,1.19056,1.19104,2878,1.2116424925973062,-0.00014841283878046506,0.0019325687812552278,-0.07679563088257539,1.2099497974718467,1.1984766666666666,1.1870035358614865,18.914743151566114,1.21212,1.1921,15,3,1.7549910319342268,trend,short,1
2021-06-17 16:00:00+00:00,1.19104,1.19118,1.18913,1.18957,2482,1.2114427415330773,-0.0001516398719136669,0.0019409567254512748,-0.07812635383635895,1.2078506061439949,1.1975541666666667,1.1872577271893385,16.98916102651401,1.21212,1.19056,16,3,1.7509422853000332,trend,short,1
2021-06-18 06:00:00+00:00,1.19045,1.1908400000000001,1.1885,1.18905,2619,1.208994989284259,-0.00017592161895430003,0.0014329289319681875,-0.12277065179545532,1.1957796626662827,1.1919179166666667,1.1880561706670507,28.748348659587663,1.20011,1.18913,6,4,1.2320722246685945,trend,short,1
2021-06-18 14:00:00+00:00,1.18666,1.18778,1.1847,1.18563,4749,1.2076422794575645,-0.00017189381429639773,0.001858723598168618,-0.09247949209111188,1.1940719022815862,1.1905058333333334,1.1869397643850805,26.084403650710797,1.19424,1.18612,14,4,1.5360835317754087,trend,short,0
2021-06-22 09:00:00+00:00,1.18963,1.18992,1.1880600000000001,1.18833,1920,1.2016858170490636,-0.00010953182187312116,0.0011734236623716253,-0.09334379848088682,1.1927914065230363,1.1905808333333334,1.1883702601436306,38.80215742710839,1.1921,1.18846,9,1,0.818353241608605,trend,short,0
2021-07-01 05:00:00+00:00,1.18487,1.18488,1.18385,1.18432,954,1.1932300726817187,-7.40986409470512e-05,0.0009009894300086427,-0.08224140980914772,1.1908791447498233,1.18647375,1.1820683552501767,30.630148973683674,1.19077,1.18447,5,3,0.8491599845702823,trend,short,0
2021-07-02 07:00:00+00:00,1.18385,1.18388,1.18219,1.18241,1998,1.1914954222331797,-6.684352855448327e-05,0.0008936401236265261,-0.07479915772271076,1.1880738766693553,1.1850420833333333,1.1820102899973113,28.85113050598416,1.18839,1.18351,7,4,0.8297731751123646,trend,short,0
2021-07-29 18:00:00+00:00,1.1886700000000001,1.1891,1.18856,1.1891,723,1.181429173574159,5.4994352505433056e-05,0.0010280565410245072,0.0534935096571912,1.1903377227275391,1.1864625,1.1825872772724608,74.98472668099205,1.18907,1.17721,18,3,0.9401390304785346,trend,long,0
2021-07-30 07:00:00+00:00,1.18853,1.18951,1.18838,1.1895,1624,1.1822117713300897,6.262398783770661e-05,0.0008018777171151222,0.07809668045522701,1.189649998084473,1.1883141666666666,1.18697833524886,69.28158994783587,1.18941,1.18517,7,4,0.7455226711148972,trend,long,0
2021-07-30 08:00:00+00:00,1.18951,1.19071,1.18926,1.19064,1405,1.1822880448927133,6.308440423736794e-05,0.00084817216589261,0.07437688570100433,1.1901087027003945,1.1884404166666667,1.1867721306329388,75.03564028669074,1.18951,1.18643,8,4,0.7883066280973742,trend,long,0
