Ticket,slope_normalized,rsi_14,HourOfDay,DayOfWeek,ATR_normalized,dist_ema_atr,bb_position,is_trend,is_long
446,0.08681768923997879,17.32539939880371,16.0,4.0,0.761760950088501,-0.9059266448020935,-0.3148459792137146,0.0,1.0
448,0.05403371527791023,75.25434112548828,14.0,4.0,0.9839314818382263,3.589019298553467,1.2763772010803223,0.0,0.0
450,0.0542265959084034,85.81978607177734,10.0,1.0,0.5853865742683411,27.898250579833984,1.1063618659973145,0.0,0.0
452,0.04702295735478401,81.78046417236328,14.0,3.0,0.8114438652992249,10.845921516418457,1.2575303316116333,0.0,0.0
454,0.02621597796678543,82.48639678955078,17.0,4.0,1.3182258605957031,9.735230445861816,1.0739836692810059,0.0,0.0
456,0.004342991858720779,71.7991943359375,16.0,2.0,1.2018978595733643,5.198010444641113,1.298586368560791,0.0,0.0
458,0.058884333819150925,67.46988677978516,16.0,3.0,0.8037033677101135,12.617656707763672,0.9131190180778503,0.0,0.0
460,0.034441955387592316,72.33795928955078,12.0,2.0,0.8682253360748291,3.175149917602539,1.2214500904083252,0.0,0.0
462,0.02300095558166504,68.61713409423828,13.0,3.0,0.6955097913742065,3.7043678760528564,1.089548945426941,0.0,0.0
464,0.02300095558166504,74.05781555175781,14.0,3.0,0.698437511920929,6.406341075897217,1.2338316440582275,0.0,0.0
466,0.01931576430797577,76.89752960205078,16.0,3.0,0.8554103374481201,6.504094123840332,1.0702247619628906,0.0,0.0
468,0.0217430479824543,78.26995086669922,9.0,4.0,0.7287006378173828,12.05296802520752,0.9584217667579651,0.0,0.0
470,0.0217430479824543,80.21424865722656,10.0,4.0,0.7123042345046997,13.476465225219727,0.9967743754386902,0.0,0.0
472,0.020564526319503784,72.01232147216797,14.0,4.0,0.8344641923904419,10.437166213989258,0.8526523113250732,0.0,0.0
474,0.03876768797636032,78.27666473388672,10.0,0.0,0.5565572381019592,24.510889053344727,0.9611085653305054,0.0,0.0
476,0.03682753071188927,80.09810638427734,11.0,0.0,0.552149772644043,25.765235900878906,0.978183925151825,0.0,0.0
478,0.05425581336021423,67.79553985595703,9.0,4.0,0.8976966738700867,6.749119758605957,1.020449161529541,0.0,0.0
480,0.07222076505422592,66.34424591064453,16.0,1.0,1.352069616317749,3.8825862407684326,1.1083110570907593,0.0,0.0
482,0.07332783192396164,68.42603302001953,10.0,2.0,1.3393861055374146,5.288572311401367,0.8463139533996582,0.0,0.0
484,0.07065817713737488,75.5762939453125,14.0,2.0,1.0561920404434204,8.00029182434082,1.0199944972991943,0.0,0.0
486,0.06584370881319046,80.31660461425781,15.0,2.0,1.0238454341888428,9.576205253601074,1.1135624647140503,0.0,0.0
488,0.06897515803575516,70.58992004394531,14.0,3.0,0.9735196232795715,13.632672309875488,1.2493903636932373,0.0,0.0
490,0.07524985074996948,66.50457000732422,12.0,1.0,0.6956976056098938,6.754023551940918,1.1843597888946533,0.0,0.0
492,0.058790843933820724,66.03763580322266,17.0,3.0,1.2011641263961792,4.516613483428955,1.0802299976348877,0.0,0.0
494,0.01732495427131653,72.80223846435547,11.0,1.0,0.7879390716552734,1.6869460344314575,1.0486805438995361,0.0,0.0
496,0.018852636218070984,74.01692199707031,15.0,1.0,0.8482159376144409,2.5343430042266846,1.0043902397155762,0.0,0.0
498,0.03727443143725395,73.43500518798828,6.0,4.0,0.9535495042800903,9.532115936279297,0.9528239369392395,0.0,0.0
500,0.00909325573593378,67.61793518066406,10.0,0.0,0.7496864199638367,-0.042763374745845795,1.0754103660583496,0.0,0.0
502,0.006819498259574175,74.14151763916016,12.0,1.0,0.7478253841400146,6.810915946960449,1.2075328826904297,0.0,0.0
504,0.006819498259574175,76.39777374267578,13.0,1.0,0.7787728905677795,7.2622246742248535,1.179639458656311,0.0,0.0
506,0.010781078599393368,70.47654724121094,14.0,1.0,1.0461266040802002,2.415754795074463,1.1350904703140259,0.0,0.0
508,0.0036475076340138912,68.04248046875,16.0,0.0,1.017034649848938,-0.040525589138269424,1.0429784059524536,0.0,0.0
510,0.011957351118326187,70.24117279052734,11.0,0.0,0.634748101234436,7.624496936798096,1.0684250593185425,0.0,0.0
512,0.013895749114453793,74.85054016113281,15.0,0.0,0.7435554265975952,8.747932434082031,1.1354800462722778,0.0,0.0
514,-0.014539076015353203,67.36245727539062,17.0,0.0,1.19874107837677,1.391169548034668,0.9869049191474915,0.0,0.0
516,-0.011911126784980297,65.3713150024414,14.0,1.0,0.9354878067970276,3.786247491836548,1.0229636430740356,0.0,0.0
518,-0.009839273989200592,70.17697143554688,15.0,1.0,0.9555296897888184,4.914591312408447,1.1452680826187134,0.0,0.0
520,0.009856603108346462,17.303375244140625,15.0,4.0,0.8847529888153076,-7.045307636260986,-0.13071699440479279,0.0,1.0
522,-0.08259537070989609,69.88739013671875,14.0,3.0,0.6668954491615295,-4.237769603729248,1.279363989830017,0.0,0.0
524,-0.07795849442481995,65.4557113647461,14.0,4.0,0.7589782476425171,-0.7827762961387634,0.991531252861023,0.0,0.0
526,-0.07343977689743042,68.21305847167969,15.0,4.0,0.7760263085365295,0.08665620535612106,1.0328260660171509,0.0,0.0
528,-0.07820619642734528,17.108102798461914,10.0,1.0,0.673930287361145,-17.456684112548828,-0.2006564438343048,0.0,1.0
530,-0.06810169667005539,17.04163932800293,11.0,1.0,0.8774275779724121,-13.264934539794922,-0.0913899689912796,0.0,1.0
532,-0.0730888694524765,66.78650665283203,10.0,2.0,0.8867692351341248,-6.000179767608643,1.0860852003097534,0.0,0.0
534,-0.06987620145082474,72.80844116210938,13.0,2.0,0.8797076940536499,-4.16129732131958,0.9959755539894104,0.0,0.0
536,-0.06782524287700653,71.68846893310547,17.0,2.0,1.0185513496398926,-1.9249948263168335,0.9711164832115173,0.0,0.0
538,-0.06458543241024017,77.57015228271484,9.0,3.0,0.43274781107902527,2.160214424133301,1.017488956451416,0.0,0.0
540,-0.057975951582193375,69.28396606445312,11.0,0.0,0.5996792912483215,3.2185304164886475,1.1262365579605103,0.0,0.0
542,-0.05564950034022331,70.7355728149414,9.0,2.0,0.6790157556533813,5.296433448791504,0.9715285897254944,0.0,0.0
544,-0.04677071049809456,70.49090576171875,15.0,2.0,1.124466061592102,4.34444522857666,0.9480257034301758,0.0,0.0
546,-0.016073087230324745,19.1044979095459,15.0,3.0,1.0285714864730835,-6.817461013793945,-0.2299964874982834,0.0,1.0
548,-0.03678949922323227,71.47582244873047,6.0,4.0,0.9147576093673706,1.7990505695343018,1.1053208112716675,0.0,0.0
550,-0.025599708780646324,70.02168273925781,14.0,3.0,1.5103479623794556,2.915917158126831,0.9765695333480835,0.0,0.0
552,-0.01683378405869007,69.3963623046875,14.0,4.0,1.1508746147155762,5.521104335784912,1.190294861793518,0.0,0.0
554,-0.013142053037881851,72.68460083007812,15.0,4.0,1.0993834733963013,6.635270118713379,1.1684167385101318,0.0,0.0
556,-0.014839602634310722,70.55448150634766,14.0,4.0,0.8305806517601013,3.7629122734069824,1.1348745822906494,0.0,0.0
558,-0.026375439018011093,16.435779571533203,7.0,4.0,0.98350989818573,-12.790290832519531,-0.06505237519741058,0.0,1.0
560,-0.026375439018011093,19.63650894165039,8.0,4.0,0.832995593547821,-14.345915794372559,0.03362640365958214,0.0,1.0
562,-0.026375439018011093,19.216856002807617,9.0,4.0,0.7755246162414551,-15.444396018981934,0.0769178569316864,0.0,1.0
564,-0.07499612122774124,66.81861877441406,6.0,3.0,0.656305193901062,-7.209346294403076,0.9424745440483093,0.0,0.0
566,-0.06197105720639229,66.61248779296875,15.0,4.0,1.2256687879562378,-1.764944076538086,1.0273032188415527,0.0,0.0
568,-0.019051427021622658,65.19815063476562,15.0,2.0,1.0995807647705078,7.214766979217529,0.7763624787330627,0.0,0.0
570,-0.0013976010959595442,74.89319610595703,16.0,4.0,0.6100295782089233,11.669649124145508,1.147521734237671,0.0,0.0
572,0.005009778775274754,70.4542007446289,16.0,0.0,1.1543735265731812,7.003906726837158,1.117955207824707,0.0,0.0
574,0.014646734111011028,76.04692840576172,15.0,1.0,0.8382014632225037,12.644407272338867,1.1279267072677612,0.0,0.0
576,-0.005029668100178242,65.0850830078125,17.0,2.0,1.160266637802124,1.590035319328308,1.0843852758407593,0.0,0.0
578,0.0008489718311466277,75.09712219238281,14.0,3.0,0.7971656322479248,6.637415885925293,1.3074616193771362,0.0,0.0
580,0.0027404094580560923,77.63127899169922,15.0,3.0,0.9112651348114014,6.724518775939941,1.2430391311645508,0.0,0.0
582,0.019662952050566673,79.85066986083984,13.0,3.0,0.6962049007415771,11.201871871948242,1.3180532455444336,0.0,0.0
584,0.019662952050566673,81.73106384277344,14.0,3.0,0.7186407446861267,11.894648551940918,1.1849238872528076,0.0,0.0
586,0.039739351719617844,67.6191635131836,15.0,0.0,1.1132183074951172,6.545045852661133,1.2568777799606323,0.0,0.0
588,-0.030930260196328163,65.07665252685547,15.0,4.0,0.8067706227302551,-4.608173847198486,1.0607757568359375,0.0,0.0
590,-0.032677944749593735,66.45777130126953,14.0,3.0,0.6806142926216125,3.1377623081207275,0.8525165915489197,0.0,0.0
592,-0.02194730006158352,69.9055404663086,17.0,4.0,0.965992271900177,-1.6046090126037598,1.2067302465438843,0.0,0.0
594,-0.05710991844534874,66.85961151123047,13.0,3.0,0.803713858127594,-1.2701590061187744,0.9000371098518372,0.0,0.0
596,-0.04567596688866615,69.08789825439453,15.0,2.0,0.8251486420631409,-0.7749276757240295,1.1068999767303467,0.0,0.0
598,-0.03163802623748779,69.12598419189453,14.0,4.0,0.8328135013580322,3.5001308917999268,1.2284245491027832,0.0,0.0
600,-0.02644246071577072,72.28849029541016,15.0,4.0,0.8072278499603271,4.705657958984375,1.2152372598648071,0.0,0.0
602,-0.02280251495540142,74.51271057128906,16.0,0.0,0.8671872019767761,6.355029106140137,1.213657021522522,0.0,0.0
604,-0.013023393228650093,70.7685775756836,15.0,3.0,0.699940025806427,4.220242977142334,1.3510634899139404,0.0,0.0
606,-0.006052767857909203,65.62060546875,16.0,2.0,0.9208233952522278,0.338513046503067,1.0476229190826416,0.0,0.0
608,-0.0032454452011734247,77.3304443359375,10.0,3.0,0.6486403942108154,13.3907470703125,1.15524423122406,0.0,0.0
610,0.0017437371425330639,66.06451416015625,15.0,3.0,1.0673415660858154,2.8796207904815674,1.08542799949646,0.0,0.0
612,0.013720882125198841,75.94271087646484,14.0,2.0,1.360357642173767,5.0157790184021,1.4092864990234375,0.0,0.0
614,0.013042893260717392,68.29279327392578,15.0,2.0,1.3002779483795166,4.4762043952941895,1.078174352645874,0.0,0.0
616,0.013042893260717392,71.29690551757812,16.0,2.0,1.1752183437347412,5.68548583984375,1.082885503768921,0.0,0.0
618,-0.014307230710983276,76.27630615234375,17.0,4.0,0.7797824740409851,2.8621268272399902,0.9895567893981934,0.0,0.0
620,0.01500616129487753,69.36808776855469,15.0,4.0,0.7997471690177917,9.684358596801758,0.9465928673744202,0.0,0.0
622,0.01500616129487753,72.92195129394531,16.0,4.0,0.8855884075164795,9.893233299255371,1.0097335577011108,0.0,0.0
624,0.007539842743426561,70.47506713867188,16.0,4.0,0.7225293517112732,10.282538414001465,1.0504659414291382,0.0,0.0
626,0.007539842743426561,75.99422454833984,17.0,4.0,0.8244571685791016,11.111600875854492,1.150621771812439,0.0,0.0
628,-0.030108360573649406,78.7221450805664,15.0,4.0,0.9253541827201843,4.634578227996826,1.3235670328140259,0.0,0.0
630,0.005157389212399721,69.64736938476562,15.0,2.0,0.9886950850486755,6.270463466644287,1.2728378772735596,0.0,0.0
632,0.008213433437049389,75.33853149414062,13.0,3.0,0.898678183555603,9.886028289794922,0.9664556980133057,0.0,0.0
634,-0.029669733718037605,76.44178009033203,13.0,3.0,0.6180728673934937,13.699767112731934,0.9997093081474304,0.0,0.0
636,-0.023541372269392014,77.96831512451172,15.0,3.0,0.6937398910522461,12.673957824707031,0.942054808139801,0.0,0.0
638,0.007446600124239922,73.63571166992188,13.0,0.0,0.5964708924293518,20.02822494506836,0.9237663745880127,0.0,0.0
640,0.010340800508856773,80.17277526855469,16.0,0.0,0.6376235485076904,21.496227264404297,1.0199637413024902,0.0,0.0
642,0.02029833011329174,68.28167724609375,15.0,1.0,0.7217034101486206,14.99359130859375,0.9571673274040222,0.0,0.0
644,0.039613671600818634,68.36272430419922,14.0,3.0,0.8331383466720581,9.076778411865234,0.9547721743583679,0.0,0.0
646,0.05130867287516594,73.6978530883789,8.0,4.0,0.9698151350021362,10.652509689331055,1.002427577972412,0.0,0.0
648,0.05130867287516594,77.42144775390625,9.0,4.0,0.956138551235199,11.801838874816895,1.0736678838729858,0.0,0.0
650,0.05130867287516594,80.51579284667969,10.0,4.0,1.038940191268921,11.812684059143066,1.1094392538070679,0.0,0.0
652,0.044621724635362625,82.37693786621094,11.0,4.0,1.0079820156097412,12.845955848693848,1.082273244857788,0.0,0.0
654,0.044621724635362625,79.20772552490234,14.0,4.0,0.9749517440795898,13.724361419677734,0.9738460779190063,0.0,0.0
656,-0.0004207866149954498,19.49466896057129,16.0,2.0,0.9567525386810303,-9.277546882629395,-0.09986088424921036,0.0,1.0
658,-0.025852816179394722,82.40718841552734,15.0,3.0,1.267241358757019,2.637197256088257,1.0315929651260376,0.0,0.0
660,-0.04109807685017586,73.31185913085938,7.0,1.0,1.2053382396697998,-0.7370261549949646,1.2140525579452515,0.0,0.0
662,-0.04109807685017586,70.57401275634766,10.0,1.0,1.022255301475525,-0.847976803779602,0.9417675733566284,0.0,0.0
664,-0.04337826743721962,76.06051635742188,12.0,1.0,1.1080341339111328,0.37641969323158264,0.9849178194999695,0.0,0.0
666,-0.029847202822566032,68.5059585571289,13.0,3.0,0.8883334994316101,2.5861406326293945,1.3050272464752197,0.0,0.0
668,-0.010810735635459423,65.78311920166016,12.0,1.0,1.1769609451293945,3.4713335037231445,1.0046740770339966,0.0,0.0
670,-0.0030035264790058136,69.1182632446289,15.0,4.0,0.8467439413070679,9.564840316772461,0.9322681427001953,0.0,0.0
672,0.007706382777541876,19.892297744750977,11.0,1.0,0.7305631637573242,-4.844749927520752,-0.036513324826955795,0.0,1.0
674,-0.023647848516702652,74.74915313720703,13.0,1.0,0.9919359683990479,2.3724424839019775,1.1669321060180664,0.0,0.0
676,-0.020678389817476273,82.6796646118164,15.0,0.0,1.126009225845337,4.915571689605713,1.3261224031448364,0.0,0.0
678,-0.020678389817476273,83.58380889892578,16.0,0.0,1.2610806226730347,4.720910549163818,1.1640876531600952,0.0,0.0
680,-0.020678389817476273,84.72848510742188,17.0,0.0,1.2118346691131592,5.387353897094727,1.083355188369751,0.0,0.0
682,0.013108842074871063,71.74755859375,9.0,2.0,0.7082521319389343,13.084348678588867,1.2407902479171753,0.0,0.0
684,0.017367616295814514,69.99842834472656,14.0,3.0,0.873751699924469,9.927584648132324,1.0517481565475464,0.0,0.0
686,0.018291126936674118,75.87659454345703,16.0,3.0,0.9404211640357971,11.043440818786621,1.1293352842330933,0.0,0.0
688,0.057393237948417664,68.89039611816406,13.0,1.0,1.0345580577850342,9.326827049255371,1.0210487842559814,0.0,0.0
690,0.05910737067461014,71.55760192871094,15.0,2.0,1.0242412090301514,11.28746509552002,1.0522956848144531,0.0,0.0
692,0.06091080233454704,69.99333190917969,11.0,3.0,0.9066284894943237,12.469449996948242,1.055196762084961,0.0,0.0
694,0.08457034081220627,70.63534545898438,13.0,1.0,0.8057399392127991,10.377365112304688,1.2363331317901611,0.0,0.0
696,0.08215488493442535,67.13851928710938,12.0,2.0,0.5769987106323242,14.719374656677246,0.9699770212173462,0.0,0.0
698,0.03483400493860245,69.2716293334961,14.0,0.0,1.0492124557495117,0.3435141146183014,1.0412273406982422,0.0,0.0
700,0.030874764546751976,74.18702697753906,12.0,1.0,0.9176040291786194,5.570814609527588,1.138213872909546,0.0,0.0
702,0.030874764546751976,74.65769958496094,14.0,1.0,1.03233003616333,5.050957202911377,0.9930614829063416,0.0,0.0
704,0.035384055227041245,71.27315521240234,13.0,2.0,0.8299688696861267,6.165259838104248,1.3224931955337524,0.0,0.0
706,0.03291988745331764,72.58415985107422,16.0,2.0,1.1427936553955078,4.74075174331665,1.0208574533462524,0.0,0.0
708,0.037957511842250824,68.83657836914062,16.0,0.0,1.1251360177993774,5.06149435043335,0.9628499150276184,0.0,0.0
710,0.03795292228460312,69.53589630126953,13.0,1.0,0.8262459635734558,7.993338584899902,1.0356930494308472,0.0,0.0
712,0.03795292228460312,71.98658752441406,14.0,1.0,0.8889098763465881,8.0736722946167,1.058498740196228,0.0,0.0
714,0.05381081625819206,70.20594787597656,14.0,1.0,0.9724690318107605,7.412405014038086,1.2722548246383667,0.0,0.0
716,0.05118752643465996,77.0287094116211,16.0,1.0,1.0608270168304443,8.43741226196289,1.2054623365402222,0.0,0.0
718,0.05118752643465996,80.07160949707031,17.0,1.0,1.0761250257492065,9.30370807647705,1.16693913936615,0.0,0.0
720,0.04961104691028595,78.94180297851562,12.0,2.0,0.6762441396713257,17.522676467895508,1.0150949954986572,0.0,0.0
722,0.0593392513692379,65.58126068115234,15.0,3.0,0.7256752252578735,14.855026245117188,1.1561871767044067,0.0,0.0
724,0.09078836441040039,65.235595703125,14.0,2.0,0.6707022786140442,14.831425666809082,1.08414888381958,0.0,0.0
726,0.09547364711761475,70.15507507324219,17.0,3.0,1.0327144861221313,10.317925453186035,1.0827692747116089,0.0,0.0
728,0.080766461789608,72.11835479736328,13.0,2.0,0.724996030330658,11.790757179260254,1.0210875272750854,0.0,0.0
730,0.05844493955373764,66.49213409423828,14.0,2.0,1.0489705801010132,2.066415309906006,1.008854627609253,0.0,0.0
732,0.09745575487613678,77.39695739746094,12.0,1.0,0.9788635969161987,8.419320106506348,1.1434681415557861,0.0,0.0
734,0.09745575487613678,81.64474487304688,13.0,1.0,0.9977294206619263,9.6082763671875,1.1732304096221924,0.0,0.0
736,0.03377879783511162,73.69961547851562,8.0,4.0,0.6357046961784363,7.912876129150391,1.0592845678329468,0.0,0.0
738,0.037715326994657516,69.24812316894531,14.0,0.0,0.7805112600326538,8.111674308776855,1.1596873998641968,0.0,0.0
740,0.01634591817855835,80.46327209472656,12.0,3.0,0.9338812232017517,4.30756950378418,1.281478762626648,0.0,0.0
742,0.01634591817855835,82.18256378173828,13.0,3.0,0.9734833836555481,4.850739002227783,1.1661723852157593,0.0,0.0
744,-0.03548484295606613,76.73401641845703,14.0,1.0,1.1300581693649292,0.887755274772644,1.068602442741394,0.0,0.0
746,-0.03394488990306854,72.1958236694336,16.0,1.0,1.2596334218978882,1.1562271118164062,1.0058945417404175,0.0,0.0
748,0.007716340944170952,68.65902709960938,14.0,2.0,1.0480579137802124,8.374236106872559,0.9543551206588745,0.0,0.0
750,0.003967022057622671,17.308095932006836,14.0,3.0,1.0942325592041016,-7.912912845611572,-0.053273219615221024,0.0,1.0
752,0.0007045209058560431,12.968703269958496,15.0,3.0,1.1546319723129272,-9.325018882751465,-0.1316380351781845,0.0,1.0
754,-0.012795104645192623,74.90534210205078,9.0,3.0,0.5315641760826111,7.753189563751221,1.2281699180603027,0.0,0.0
756,-0.012795104645192623,77.63629150390625,10.0,3.0,0.5266527533531189,9.489554405212402,1.1886359453201294,0.0,0.0
758,-0.010265708900988102,81.97682189941406,12.0,3.0,0.5761690735816956,11.67263126373291,1.1271473169326782,0.0,0.0
760,-0.0018594894791021943,65.31781005859375,8.0,4.0,0.5488311052322388,9.473543167114258,0.8524811267852783,0.0,0.0
762,-0.0018594894791021943,70.98429870605469,10.0,4.0,0.4292908310890198,14.37590503692627,1.0510478019714355,0.0,0.0
764,0.0001269717322429642,72.07771301269531,12.0,4.0,0.4759673774242401,13.541533470153809,0.9804136753082275,0.0,0.0
766,0.04563375934958458,76.6672592163086,15.0,1.0,1.136470913887024,9.513738632202148,1.1635830402374268,0.0,0.0
768,0.04563375934958458,77.874755859375,16.0,1.0,1.2433770895004272,9.026897430419922,1.0765827894210815,0.0,0.0
770,0.04596885293722153,65.54354095458984,15.0,2.0,0.9569118618965149,12.264439582824707,0.7590678930282593,0.0,0.0
772,0.04596885293722153,70.14234924316406,16.0,2.0,0.9775340557098389,13.066340446472168,0.9642202854156494,0.0,0.0
774,0.05692882463335991,74.87700653076172,14.0,3.0,0.5636194348335266,25.45638084411621,1.0019938945770264,0.0,0.0
776,0.07819200307130814,70.91493225097656,14.0,3.0,0.8359318971633911,7.472132682800293,1.223886251449585,0.0,0.0
778,0.05570894852280617,65.75992584228516,14.0,2.0,1.0043867826461792,6.023681640625,0.867332398891449,0.0,0.0
780,0.050605058670043945,69.90815734863281,7.0,2.0,0.9972452521324158,6.116430759429932,1.1312299966812134,0.0,0.0
782,-0.006347485352307558,66.01882934570312,14.0,0.0,0.8160281777381897,4.735471725463867,0.9394823908805847,0.0,0.0
784,-0.004942512605339289,70.74878692626953,17.0,0.0,1.1947261095046997,4.442773818969727,1.0584255456924438,0.0,0.0
786,-0.0064853886142373085,66.19841003417969,16.0,1.0,0.8315318822860718,-1.9471772909164429,1.0531249046325684,0.0,0.0
788,-0.0770934447646141,68.89328002929688,15.0,3.0,0.8305771946907043,-2.5966784954071045,1.1067075729370117,0.0,0.0
790,0.016302403062582016,75.88166046142578,12.0,4.0,0.92967689037323,8.42020320892334,1.3780142068862915,0.0,0.0
792,-0.07795589417219162,66.5073013305664,16.0,1.0,0.5673996806144714,-8.945487022399902,1.0618098974227905,0.0,0.0
794,-0.010249600745737553,19.179296493530273,15.0,4.0,1.2447443008422852,-5.261594295501709,-0.1831025332212448,0.0,1.0
796,-0.08306441456079483,18.287778854370117,12.0,4.0,0.6268488168716431,-19.922697067260742,-0.14410695433616638,0.0,1.0
798,-0.13118578493595123,85.04350280761719,10.0,4.0,0.9988248944282532,-1.053262710571289,1.2221205234527588,0.0,0.0
800,-0.04549572244286537,69.23014068603516,15.0,2.0,0.8626168370246887,3.5082337856292725,1.0567255020141602,0.0,0.0
802,-0.04549572244286537,71.80656433105469,17.0,2.0,1.0014249086380005,4.202671051025391,1.0715867280960083,0.0,0.0
804,-0.007001637015491724,67.70140075683594,15.0,4.0,0.8978278040885925,5.326827526092529,1.2583372592926025,0.0,0.0
806,0.027856234461069107,19.595773696899414,15.0,1.0,0.7136325240135193,-5.062333583831787,-0.1941760778427124,0.0,1.0
808,0.027856234461069107,17.749597549438477,16.0,1.0,1.0064560174942017,-4.2858567237854,-0.12219861894845963,0.0,1.0
810,-0.05417473614215851,69.66879272460938,16.0,0.0,0.8958240747451782,-4.2197346687316895,1.033618688583374,0.0,0.0
812,-0.020563935860991478,74.28182220458984,13.0,3.0,0.7086070775985718,11.109015464782715,1.378664255142212,0.0,0.0
814,-0.04931164160370827,17.740209579467773,13.0,4.0,1.5445014238357544,-8.208484649658203,-0.13654202222824097,0.0,1.0
816,-0.06704540550708771,65.04127502441406,8.0,2.0,0.7657778859138489,-5.128281593322754,1.0506600141525269,0.0,0.0
818,-0.06704540550708771,69.44673919677734,9.0,2.0,0.5684230923652649,-5.3865180015563965,1.1375513076782227,0.0,0.0
820,-0.06704540550708771,67.9620132446289,10.0,2.0,0.5377114415168762,-5.8827805519104,1.004247784614563,0.0,0.0
822,-0.06519335508346558,71.87055969238281,12.0,2.0,0.5117647647857666,-4.557231903076172,1.000762939453125,0.0,0.0
824,-0.06519335508346558,76.60709381103516,13.0,2.0,0.5189168453216553,-2.2301793098449707,1.0758986473083496,0.0,0.0
826,-0.06519335508346558,78.90252685546875,14.0,2.0,0.5184276700019836,-0.8824535608291626,1.056462049484253,0.0,0.0
828,-0.059553734958171844,83.1948013305664,16.0,2.0,0.5896707773208618,1.8774515390396118,1.049206256866455,0.0,0.0
830,-0.05769242346286774,67.77713012695312,12.0,3.0,0.6362594366073608,3.1659936904907227,0.9581142663955688,0.0,0.0
832,-0.03749411925673485,67.1677017211914,14.0,3.0,1.1675087213516235,2.9951703548431396,0.9535742402076721,0.0,0.0
834,-0.03434468060731888,72.34036254882812,15.0,3.0,1.1626677513122559,4.053289890289307,1.091817855834961,0.0,0.0
836,-0.03434468060731888,75.56489562988281,16.0,3.0,1.1888524293899536,4.74849796295166,1.115351915359497,0.0,0.0
838,-0.04315200820565224,66.1634521484375,9.0,1.0,0.6644163727760315,3.427945852279663,1.227634310722351,0.0,0.0
840,-0.04315200820565224,68.2640609741211,10.0,1.0,0.6919532418251038,4.184669017791748,1.1506316661834717,0.0,0.0
842,-0.031640857458114624,74.70158386230469,11.0,1.0,0.720069408416748,7.373305797576904,1.2396160364151,0.0,0.0
844,-0.01842675358057022,68.4197769165039,13.0,2.0,0.7182315587997437,10.995829582214355,0.9991806745529175,0.0,0.0
846,-0.06059705466032028,71.22595977783203,6.0,3.0,1.3561005592346191,3.1371121406555176,1.215280294418335,0.0,0.0
848,-0.04670049250125885,75.3631362915039,7.0,3.0,1.2184784412384033,5.0397047996521,1.2484604120254517,0.0,0.0
850,-0.06719266623258591,65.771728515625,8.0,4.0,0.665672779083252,-9.223793983459473,1.0944814682006836,0.0,0.0
852,-0.0892220214009285,74.6034927368164,10.0,1.0,0.5072402358055115,2.763240337371826,1.1448317766189575,0.0,0.0
854,-0.07636404782533646,78.221435546875,11.0,1.0,0.5535801649093628,4.76079797744751,1.1460052728652954,0.0,0.0
856,-0.047792572528123856,69.80035400390625,13.0,3.0,0.9057543873786926,3.839289665222168,1.1099013090133667,0.0,0.0
858,-0.047792572528123856,75.67023468017578,14.0,3.0,0.9387331604957581,5.632721424102783,1.178407073020935,0.0,0.0
860,-0.033191729336977005,76.28582763671875,8.0,0.0,0.6259627938270569,11.085150718688965,1.1452927589416504,0.0,0.0
862,-0.033191729336977005,81.2386474609375,9.0,0.0,0.6478071212768555,13.388557434082031,1.190334439277649,0.0,0.0
864,-0.016408033668994904,74.56053924560547,7.0,1.0,0.7842155694961548,13.008535385131836,1.213744044303894,0.0,0.0
866,-0.013531963340938091,68.03986358642578,13.0,1.0,0.7564314603805542,12.88263988494873,0.9884412884712219,0.0,0.0
868,0.010138549841940403,66.94206237792969,14.0,3.0,0.9021802544593811,2.4802041053771973,0.9867744445800781,0.0,0.0
870,0.009404121898114681,71.90586853027344,15.0,3.0,0.9748420715332031,3.294269561767578,1.0379302501678467,0.0,0.0
872,0.005796272773295641,65.34306335449219,12.0,2.0,0.7670682668685913,3.1855249404907227,0.992263913154602,0.0,0.0
874,0.005796272773295641,68.13260650634766,13.0,2.0,0.7979720830917358,3.8219149112701416,1.0241189002990723,0.0,0.0
876,-0.0016425164649263024,14.252788543701172,12.0,4.0,0.6944318413734436,-14.950714111328125,-0.21802234649658203,0.0,1.0
878,-0.04213687404990196,66.81768798828125,8.0,2.0,0.43985578417778015,-9.755044937133789,1.0923100709915161,0.0,0.0
880,-0.032991673797369,69.4598159790039,15.0,3.0,0.8201648592948914,-0.7082625031471252,1.1370569467544556,0.0,0.0
882,-0.032991673797369,73.05546569824219,16.0,3.0,0.8574795722961426,0.8960342407226562,1.1555691957473755,0.0,0.0
884,-0.032991673797369,75.55323791503906,17.0,3.0,0.9039313197135925,2.0219814777374268,1.1182754039764404,0.0,0.0
886,-0.03003852814435959,72.76432037353516,14.0,2.0,1.1400279998779297,2.942513942718506,1.1798193454742432,0.0,0.0
888,-0.0383659191429615,16.779327392578125,8.0,1.0,0.7248222231864929,-14.095174789428711,-0.38918179273605347,0.0,1.0
890,-0.0383659191429615,15.717957496643066,9.0,1.0,0.7180463075637817,-14.955562591552734,-0.19645413756370544,0.0,1.0
892,-0.08060254156589508,70.7547836303711,7.0,0.0,0.7655991315841675,0.4960438907146454,1.0666260719299316,0.0,0.0
894,-0.08060254156589508,69.2238540649414,9.0,0.0,0.7665797472000122,1.0581920146942139,1.047010898590088,0.0,0.0
